LINE-NUMBER,AUTHOR,TITLE,PUB-DATE,SENTENCE
1939,Andrew Lang,Prince Ricardo of Pantouflia,,"Dick now began to fly about the room , brushing the king 's face and trying to attract his notice ."
1940,Andrew Lang,Prince Ricardo of Pantouflia,,`` Poor little thing ! '' said his Majesty .
1941,Andrew Lang,Prince Ricardo of Pantouflia,,"And Dick alighted , and nestled in his breast ."
1942,Andrew Lang,Prince Ricardo of Pantouflia,,"On seeing this , Semiramis began to growl , as cats do when they are angry , and slowly approached his Majesty ."
1943,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Get out , Semiramis ! '' said the king ; and lifting her by the neck , he put her out of the room and shut the door , at which she remained scratching and mewing ."
1944,Andrew Lang,Prince Ricardo of Pantouflia,,"Dick now crept out of the royal waistcoat , flew to the king 's ear , twittered , pointed out of the window with one claw , and , lying down on his back , pretended to be dead ."
1945,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he got up again , twittered afresh , pointed to the Wishing Cap , and , finally , convinced the king that this was no common fowl ."
1946,Andrew Lang,Prince Ricardo of Pantouflia,,"`` An enchanted prince or princess , '' said Prigio , `` such as I have often read of ."
1947,Andrew Lang,Prince Ricardo of Pantouflia,,Who can it be ?
1948,Andrew Lang,Prince Ricardo of Pantouflia,,Not Jaqueline ; she could change herself back in a moment .
1949,Andrew Lang,Prince Ricardo of Pantouflia,,"By the way , where is Jaqueline ? ''"
1950,Andrew Lang,Prince Ricardo of Pantouflia,,"He rang the bell , and asked the servant to look for the princess ."
1951,Andrew Lang,Prince Ricardo of Pantouflia,,"Semiramis tried to come in , but was caught and shut up downstairs ."
1952,Andrew Lang,Prince Ricardo of Pantouflia,,"After doing this , the man replied that her Royal Highness had not been in the palace all day ."
1953,Andrew Lang,Prince Ricardo of Pantouflia,,"The king rushed to the crystal ball , looked all the world over ; but no princess !"
1954,Andrew Lang,Prince Ricardo of Pantouflia,,"He became very nervous , and at that moment Dick lighted on the crystal ball , and put his claw on the very hill where Jaqueline had disappeared ."
1955,Andrew Lang,Prince Ricardo of Pantouflia,,Then he cocked his little eye at the king .
1956,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Nay , she is somewhere in the unknown centre of South America , '' said his Majesty ; `` somewhere behind Mount Roraima , where nobody has ever been ."
1957,Andrew Lang,Prince Ricardo of Pantouflia,,I must look into this . ''
1958,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he put on the Wishing Cap , and wished that the bird would assume his natural shape if he was under enchantment , as there seemed too good reason to believe ."
1959,Andrew Lang,Prince Ricardo of Pantouflia,,Instantly Dick stood before him .
1960,Andrew Lang,Prince Ricardo of Pantouflia,,`` Ricardo ! '' cried the king in horror ; `` and in this disguise !
1961,Andrew Lang,Prince Ricardo of Pantouflia,,Where have you been ?
1962,Andrew Lang,Prince Ricardo of Pantouflia,,What have you done with Jaqueline ?
1963,Andrew Lang,Prince Ricardo of Pantouflia,,Where are the Seven-league Boots ?
1964,Andrew Lang,Prince Ricardo of Pantouflia,,Where is the Sword of Sharpness ?
1965,Andrew Lang,Prince Ricardo of Pantouflia,,Speak !
1966,Andrew Lang,Prince Ricardo of Pantouflia,,Get up ! '' for Dick was kneeling and weeping bitterly at the royal feet .
1967,Andrew Lang,Prince Ricardo of Pantouflia,,`` All lost ! '' said Dick .
1968,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Poor Jaqueline ! she was the best girl , and the prettiest , and the kindest ."
1969,Andrew Lang,Prince Ricardo of Pantouflia,,"And the Earthquaker 's got her , and the Giant 's got the other things , '' Dick ended , crying bitterly ."
1970,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Calm yourself , Ricardo , '' said his Majesty , very pale , but calm and determined ."
1971,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Here , take a glass of port , and explain how all this happened . ''"
1972,Andrew Lang,Prince Ricardo of Pantouflia,,"Dick drank the wine , and then he told his miserable story ."
1973,Andrew Lang,Prince Ricardo of Pantouflia,,`` You may well sob !
1974,Andrew Lang,Prince Ricardo of Pantouflia,,Why did n't you use the Cap of Darkness ?
1975,Andrew Lang,Prince Ricardo of Pantouflia,,Mere conceit !
1976,Andrew Lang,Prince Ricardo of Pantouflia,,But there is no use in crying over spilt milk .
1977,Andrew Lang,Prince Ricardo of Pantouflia,,"The thing is , to rescue Jaqueline ."
1978,Andrew Lang,Prince Ricardo of Pantouflia,,And what are we to say to your mother ? ''
1979,Andrew Lang,Prince Ricardo of Pantouflia,,"`` That 's the worst of it all , '' said Dick ."
1980,Andrew Lang,Prince Ricardo of Pantouflia,,`` Mother will break her heart . ''
1981,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I must see her at once , '' said the king , `` and break it to her . ''"
1982,Andrew Lang,Prince Ricardo of Pantouflia,,"This was a terrible task ; but the queen had such just confidence in her Prigio that she soon dried her tears , remarking that Heaven would not desert Jaqueline , and that the king would find a way out of the trouble ."
1983,Andrew Lang,Prince Ricardo of Pantouflia,,"His Majesty retired to his study , put his head in his hands , and thought and thought ."
1984,Andrew Lang,Prince Ricardo of Pantouflia,,"`` The thing is , of course , '' he said , `` to destroy the Earthquaker before he wakens ; but how ?"
1985,Andrew Lang,Prince Ricardo of Pantouflia,,What can kill such a monster ?
1986,Andrew Lang,Prince Ricardo of Pantouflia,,Prodding him with the sword would only stir him up and make him more vicious .
1987,Andrew Lang,Prince Ricardo of Pantouflia,,"And I know of no other beast we can set against him , as I did with the Fire-beast and the Ice-beast , when I was young ."
1988,Andrew Lang,Prince Ricardo of Pantouflia,,"Oh , for an idea ! ''"
1989,Andrew Lang,Prince Ricardo of Pantouflia,,"Then his mind , somehow , went back to the Council and the ponderous stupidity of the Prime Minister ."
1990,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Heavier than lead , '' said the king ."
1991,Andrew Lang,Prince Ricardo of Pantouflia,,`` By George !
1992,Andrew Lang,Prince Ricardo of Pantouflia,,I have a plan .
1993,Andrew Lang,Prince Ricardo of Pantouflia,,"If I could get to the place where they keep the Stupidity , I could carry away enough of it to flatten out the Earthquaker . ''"
1994,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he remembered how , in an old Italian poem , he had read about all the strange lumber-room of odd things which is kept in the moon ."
1995,Andrew Lang,Prince Ricardo of Pantouflia,,That is the advantage of reading : Knowledge is Power ; and you mostly get knowledge that is really worth having out of good old books which people do not usually read .
1996,Andrew Lang,Prince Ricardo of Pantouflia,,"`` If the Stupidity is kept in stock , up in the moon , and comes from there , falling naturally down on the earth in small quantities , I might obtain enough for my purpose , '' thought King Prigio ."
1997,Andrew Lang,Prince Ricardo of Pantouflia,,`` But -- how to get to the moon ?
1998,Andrew Lang,Prince Ricardo of Pantouflia,,There are difficulties about that . ''
1999,Andrew Lang,Prince Ricardo of Pantouflia,,But difficulties only sharpened the ingenuity of this admirable king .
2000,Andrew Lang,Prince Ricardo of Pantouflia,,"`` The other fellow had a Flying Horse , '' said he ."
2001,Andrew Lang,Prince Ricardo of Pantouflia,,"By `` the other fellow '' King Prigio meant an Italian knight , Astolfo , who , in old times , visited the moon , and there found and brought back the common sense of his friend , Orlando , as you may read in the poem of Ariosto ."
2002,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Now , '' reasoned King Prigio , `` if there is a Flying Horse at all , he is in the stables of the King of Delhi ."
2003,Andrew Lang,Prince Ricardo of Pantouflia,,I must look into this . ''
2004,Andrew Lang,Prince Ricardo of Pantouflia,,"Taking the magic spy-glass , the king surveyed the world from China to Peru , and , sure enough , there was the famous Flying Horse in the king 's stable at Delhi ."
2005,Andrew Lang,Prince Ricardo of Pantouflia,,"Hastily the king thrust his feet into the Shoes of Swiftness -- so hastily , indeed , that , as the poet says , he `` madly crammed a left-hand foot into a right-hand shoe . ''"
2006,Andrew Lang,Prince Ricardo of Pantouflia,,"But this , many people think , is a sign of good luck ; so he put the shoes on the proper feet , and in a few minutes was in the presence of the Great Mogul ."
2007,Andrew Lang,Prince Ricardo of Pantouflia,,"The monarch received him with some surprise , but with stately kindness , and listened to Prigio while he explained what he wanted ."
2008,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I am only too happy to assist so adventurous a prince , '' remarked the Great Mogul ."
2009,Andrew Lang,Prince Ricardo of Pantouflia,,`` This is like old times !
2010,Andrew Lang,Prince Ricardo of Pantouflia,,"Every horse in my stable is at your service , but , as you say , only the Flying Horse is of any use to you in this expedition . ''"
2011,Andrew Lang,Prince Ricardo of Pantouflia,,"He clapped his hands , the Grand Vizier appeared , and the king gave orders to have the Flying Horse saddled at once ."
2012,Andrew Lang,Prince Ricardo of Pantouflia,,"He then presented King Prigio with a large diamond , and came down into the courtyard to see him mount ."
2013,Andrew Lang,Prince Ricardo of Pantouflia,,"`` He 's very fresh , '' said the groom who held the bridle ; `` has not been out of the stable for three hundred years ! ''"
2014,Andrew Lang,Prince Ricardo of Pantouflia,,"Prigio sprang into the saddle among the salaams of the dusky multitude , and all the ladies of the seraglio waved their scented handkerchiefs out of the windows ."
2015,Andrew Lang,Prince Ricardo of Pantouflia,,"The king , as he had been instructed , turned a knob of gold in the saddle of the Flying Horse , then kissed his hand to the ladies , and , giving the steed his head , cried , in excellent Persian : `` To the moon ! ''"
2016,Andrew Lang,Prince Ricardo of Pantouflia,,"Up flew the horse with an easy action , and the king 's head nearly swam with the swiftness of the flight ."
2017,Andrew Lang,Prince Ricardo of Pantouflia,,"Soon the earth below him was no bigger than a top , spinning on its own axis see Geography books for this , and , as night fell , earth was only a great red moon ."
2018,Andrew Lang,Prince Ricardo of Pantouflia,,"Through the dark rode King Prigio , into the silver dawn of the moon ."
2019,Andrew Lang,Prince Ricardo of Pantouflia,,"All now became clear and silvery ; the coasts of the moon came into sight , with white seas breaking on them ; and at last the king reached the silver walls , and the gate of opal ."
2020,Andrew Lang,Prince Ricardo of Pantouflia,,Before the gate stood two beautiful ladies .
2021,Andrew Lang,Prince Ricardo of Pantouflia,,"One was fair , with yellow locks , the colour of the harvest moon ."
2022,Andrew Lang,Prince Ricardo of Pantouflia,,"She had a crown of a golden snake and white water-lilies , and her dress now shone white , now red , now golden ; and in her hand was the golden pitcher that sheds the dew , and a golden wand ."
2023,Andrew Lang,Prince Ricardo of Pantouflia,,"The other lady was as dark as night -- dark eyes , dark hair ; her crown was of poppies ."
2024,Andrew Lang,Prince Ricardo of Pantouflia,,She held the ebony Wand of Sleep .
2025,Andrew Lang,Prince Ricardo of Pantouflia,,"Her dress was of the deepest blue , sown with stars ."
2026,Andrew Lang,Prince Ricardo of Pantouflia,,"The king knew that they were the maidens of the bright and the dark side of the moon -- of the side you see , and of the side that no one has ever seen , except King Prigio ."
2027,Andrew Lang,Prince Ricardo of Pantouflia,,"He stopped the Flying Horse by turning the other knob in the saddle , alighted , and bowed very low to each of the ladies ."
2028,Andrew Lang,Prince Ricardo of Pantouflia,,`` Daring mortal ! what make you here ? '' they asked .
2029,Andrew Lang,Prince Ricardo of Pantouflia,,"And then the king told them about Jaqueline and the Earthquaker , and how he needed a great weight of Stupidity to flatten him out with ."
2030,Andrew Lang,Prince Ricardo of Pantouflia,,"The ladies heard him in silence , and then they said : `` Follow us , '' and they flew lightly beside the Flying Horse till they had crossed all the bright side of the moon , above the silver palaces and silver seas , and reached the summit of the Mountains of the Moon which separate the bright from the dark side ."
2031,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Here I may go no further , '' said the bright lady ; `` and beyond , as you see , all is darkness and heavy sleep . ''"
2032,Andrew Lang,Prince Ricardo of Pantouflia,,"Then she touched Prigio with her golden wand with twisted serpents , and he became luminous , light raying out from him ; and the dark lady , too , shone like silver in the night : and on they flew , over black rocks and black rivers , till they reached a huge mountain , like a mountain of coal , many thousand feet high , for its head was lost in the blackness of darkness ."
2033,Andrew Lang,Prince Ricardo of Pantouflia,,"The dark Moon-Lady struck the rock with her ebony wand , and said , `` Open ! '' and the cliffs opened like a door , and they were within the mountain ."
2034,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Here , '' said the dark lady , `` is the storehouse of all the Stupidity ; hence it descends in showers like Stardust on the earth whenever this mountain , which is a volcano , is in eruption ."
2035,Andrew Lang,Prince Ricardo of Pantouflia,,"Only a little of the Stupidity reaches the earth , and that only in invisible dust ; yet you know how weighty it is , even in that form . ''"
2036,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Indeed , madam , '' said the king , `` no one knows it better than I do . ''"
2037,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Then make your choice of the best sort of Stupidity for your purpose , '' said the dark lady ."
2038,Andrew Lang,Prince Ricardo of Pantouflia,,And in the light which flowed from their bodies King Prigio looked round at the various kinds of Solid Stupidity .
2039,Andrew Lang,Prince Ricardo of Pantouflia,,"There it all lay in masses -- the Stupidity of bad Sermons , of ignorant reviewers , of bad poems , of bad speeches , of dreary novels , of foolish statesmen , of ignorant mobs , of fine ladies , of idle , naughty boys and girls ; and the king examined them all , and all were very , very heavy ."
2040,Andrew Lang,Prince Ricardo of Pantouflia,,"But when he came to the Stupidity of the Learned -- of dull , blind writers on Shakspeare , and Homer , and the Bible -- then King Prigio saw that he had found the sort he wanted , and that a very little of it would go a long way ."
2041,Andrew Lang,Prince Ricardo of Pantouflia,,"He never could have got it on the saddle of the Flying Horse if the dark lady had not touched it with her ebony wand , and made it light to carry till it was wanted for his purpose ."
2042,Andrew Lang,Prince Ricardo of Pantouflia,,"When he needed it for use , he was to utter a certain spell , which she taught him , and then the lump would recover its natural weight ."
2043,Andrew Lang,Prince Ricardo of Pantouflia,,"So he easily put a great block on his saddle-bow , and he and the dark lady flew back till they reached the crest of the Mountains of the Moon ."
2044,Andrew Lang,Prince Ricardo of Pantouflia,,"There she touched him with her ebony wand , and the silver light which the bright lady had shed on him died from his face and his body , and he became like other men ."
2045,Andrew Lang,Prince Ricardo of Pantouflia,,"`` You see your way ? '' said the dark lady , pointing to the bright moon of earth , shining far off in the heavens ."
2046,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he knelt down and thanked her , and she murmured strange words of blessing which he did not understand ; but her face was grave and kind , and he thought of Queen Rosalind , his wife ."
2047,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he jumped on the Flying Horse , galloped down and down , till he reached his palace gate ; called for Ricardo , set him behind him on the saddle , and away they rode , above land and wide seas , till they saw the crest of the hollow hill , where Jaqueline was with the Earthquaker ."
2048,Andrew Lang,Prince Ricardo of Pantouflia,,"Beyond it they marked the glittering spires and towers of Manoa , the City of the Sun ; and `` Thither , '' said King Prigio , who had been explaining how matters stood , to Ricardo , `` we must ride , for I believe they stand in great need of our assistance . ''"
2049,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Had we not better go to Jaqueline first , sir ? '' said Ricardo ."
2050,Andrew Lang,Prince Ricardo of Pantouflia,,"`` No , '' said the king ; `` I think mine is the best plan ."
2051,Andrew Lang,Prince Ricardo of Pantouflia,,"Manoa , whose golden spires and pinnacles are shining below us , is the City of the Sun , which Sir Walter Raleigh and the Spaniards could never find , so that men have doubted of its existence ."
2052,Andrew Lang,Prince Ricardo of Pantouflia,,"We are needed there , to judge by that angry crowd in the marketplace ."
2053,Andrew Lang,Prince Ricardo of Pantouflia,,How they howl ! ''
2054,Andrew Lang,Prince Ricardo of Pantouflia,,It was on a strange sight that the king and Ricardo looked down from the Flying Horse .
2055,Andrew Lang,Prince Ricardo of Pantouflia,,"Beneath them lay the City of Manoa , filling with its golden battlements and temples a hollow of the mountains ."
2056,Andrew Lang,Prince Ricardo of Pantouflia,,"Here were palaces all carved over with faces of men and beasts , and with twisted patterns of serpents ."
2057,Andrew Lang,Prince Ricardo of Pantouflia,,"The city walls were built of huge square stones , and among the groves towered pyramids , on which the people did service to their gods ."
2058,Andrew Lang,Prince Ricardo of Pantouflia,,"From every temple top came the roar of beaten drums , great drums of serpentskin ."
2059,Andrew Lang,Prince Ricardo of Pantouflia,,"But , in the centre of the chief square of the town , was gathered a wild crowd of men in shining copper armour and helmets of gold and glittering dresses of feathers ."
2060,Andrew Lang,Prince Ricardo of Pantouflia,,"Among them ran about priests with hideous masks , crying them on to besiege and break down the royal palace ."
2061,Andrew Lang,Prince Ricardo of Pantouflia,,From the battlements of the palace the king 's guardsmen were firing arrows and throwing spears .
2062,Andrew Lang,Prince Ricardo of Pantouflia,,"The mob shot arrows back , some of them tipped with lighted straw , to burn the palace down ."
2063,Andrew Lang,Prince Ricardo of Pantouflia,,"But , in the very centre of the square , was a clear space of ground , on which fell the shadow of a tall column of red stone , all carved with serpents and faces of gods ."
2064,Andrew Lang,Prince Ricardo of Pantouflia,,"Beside it stood a figure horrible to see : a man clothed in serpent skins , whose face was the grinning face of a skull ; but the skull was shining black and red in patches , and a long white beard flowed from beneath it ."
2065,Andrew Lang,Prince Ricardo of Pantouflia,,"This man , mounted on a kind of altar of red stone , waved his hand and yelled , and seemed to point to the shadow of the column which fell across the square ."
2066,Andrew Lang,Prince Ricardo of Pantouflia,,"The people were so furious and so eager that they did not , at first , notice King Prigio as he slowly descended ."
2067,Andrew Lang,Prince Ricardo of Pantouflia,,"But at last the eyes within the skull looked up and saw him , and then the man gave a great cry , rent his glittering dress of serpentskin , and held up his hands ."
2068,Andrew Lang,Prince Ricardo of Pantouflia,,"Then all the multitude looked up , and seeing the Flying Horse , let their weapons fall ; and the man of the skull tore it from his face , and knelt before King Prigio , with his head in the dust ."
2069,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Thou hast come , oh , Pachacamac , as is foretold in the prophecy of the Cord of the Venerable Knots !"
2070,Andrew Lang,Prince Ricardo of Pantouflia,,"Thou hast come , but behold the shadow of the stone !"
2071,Andrew Lang,Prince Ricardo of Pantouflia,,"Thou art too late , oh Lord of the Earth and the Sea ! ''"
2072,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he pointed to the shadow , which , naturally , was growing shorter , as the sun drew near mid-day ."
2073,Andrew Lang,Prince Ricardo of Pantouflia,,"He spoke in the language of the ancient Incas of Peru , which of course Prigio knew very well ; and he also knew that Pachacamac was the god of that people ."
2074,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I have come , '' Prigio said , with presence of mind , `` as it has been prophesied of old . ''"
2075,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Riding on a beast that flies , '' said the old priest , `` even as the oracle declared ."
2076,Andrew Lang,Prince Ricardo of Pantouflia,,"Glory to Pachacamac , even though we die to-day ! ''"
2077,Andrew Lang,Prince Ricardo of Pantouflia,,`` In what can I help my people ? '' said Prigio .
2078,Andrew Lang,Prince Ricardo of Pantouflia,,`` Thou knowest ; why should we instruct thee ?
2079,Andrew Lang,Prince Ricardo of Pantouflia,,"Thou knowest that on midsummer-day , every year , before the shadow shrinks back to the base of the huaca of Manoa , we must offer a maiden to lull the Earthquaker with a new song ."
2080,Andrew Lang,Prince Ricardo of Pantouflia,,"Lo , now the shadow shrinks to the foot of the huaca , and the maid is not offered !"
2081,Andrew Lang,Prince Ricardo of Pantouflia,,"For the lot fell on the daughter of thy servant the Inca , and he refuses to give her up ."
2082,Andrew Lang,Prince Ricardo of Pantouflia,,"One daughter of his , he says , has been sacrificed to the sacred birds , the Cunturs : the birds were found slain on the hill-top , no man knows how ; but the maiden vanished . ''"
2083,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Why , it must have been Jaqueline ."
2084,Andrew Lang,Prince Ricardo of Pantouflia,,"I killed the birds , '' said Ricardo , in Pantouflian ."
2085,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Silence , not a word ! '' said the king , sternly ."
2086,Andrew Lang,Prince Ricardo of Pantouflia,,`` And what makes you bear arms against the Inca ? '' he asked the old man .
2087,Andrew Lang,Prince Ricardo of Pantouflia,,"`` We would slay him and her , '' answered the priest ; `` for , when the shadow shrinks to the foot of the stone , the sun will shine straight down into the hollow hill of the Earthquaker , and he will waken and destroy Manoa and the Temples of the Sun . ''"
2088,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Then wherefore would you slay them , when you must all perish ? ''"
2089,Andrew Lang,Prince Ricardo of Pantouflia,,"`` The people , oh Pachacamac , would have revenge before they die . ''"
2090,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh , folly of men ! '' said the king , solemnly ; then he cried : `` Lead me to the Inca ; this day you shall not perish ."
2091,Andrew Lang,Prince Ricardo of Pantouflia,,Is it not predicted in the Cord of the Venerable Knots that I shall slay this monster ? ''
2092,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Hasten , oh Pachacamac , for the shadow shortens ! '' said the priest ."
2093,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Lead me to the Inca , '' answered Prigio ."
2094,Andrew Lang,Prince Ricardo of Pantouflia,,"At this the people arose with a great shout , for they , too , had been kneeling ; and , sending a flag of truce before King Prigio , the priest led him into the palace ."
2095,Andrew Lang,Prince Ricardo of Pantouflia,,"The ground was strewn with bodies of the slain , and through them Prigio rode slowly into the courtyard , where the Inca was sitting in the dust , weeping and throwing ashes on his long hair and his golden raiment ."
2096,Andrew Lang,Prince Ricardo of Pantouflia,,"The king bade the priest remain without the palace gates ; then dismounted , and , advancing to the Inca , raised him and embraced him ."
2097,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I come , a king to a king , '' he said ."
2098,Andrew Lang,Prince Ricardo of Pantouflia,,"`` My cousin , take courage ; your sorrows are ended ."
2099,Andrew Lang,Prince Ricardo of Pantouflia,,"If I do not slay the Earthquaker , sacrifice me to your gods . ''"
2100,Andrew Lang,Prince Ricardo of Pantouflia,,"`` The Prophecy is fulfilled , '' said the Inca , and wept for joy ."
2101,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Yet thou must hasten , for it draws near to noon . ''"
2102,Andrew Lang,Prince Ricardo of Pantouflia,,"Then Prigio went up to the golden battlements , and saying no word , waved his hand ."
2103,Andrew Lang,Prince Ricardo of Pantouflia,,"In a moment the square was empty , for the people rushed to give thanks in the temples ."
2104,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Wait my coming , my cousin , '' said Prigio to the Inca ; `` I shall bring you back the daughter that was lost , when I have slain your enemy . ''"
2105,Andrew Lang,Prince Ricardo of Pantouflia,,"The Inca would have knelt at his feet ; but the king raised him , and bade him prepare such a feast as had never been seen in Manoa ."
2106,Andrew Lang,Prince Ricardo of Pantouflia,,"`` The lost are found to-day , '' he said ; `` be you ready to welcome them . ''"
2107,Andrew Lang,Prince Ricardo of Pantouflia,,"Then , mounting the Flying Horse , with Dick beside him , he rose towards the peak of the hill where the Earthquaker had his home ."
2108,Andrew Lang,Prince Ricardo of Pantouflia,,"Already the ground was beginning to tremble ; the Earthquaker was stirring in his sleep , for the maiden of the new song had not been sent to him , and the year ended at noon , and then he would rise and ruin Manoa ."
2109,Andrew Lang,Prince Ricardo of Pantouflia,,"The sun was approaching mid-day , and Prigio put spurs to the Flying Horse ."
2110,Andrew Lang,Prince Ricardo of Pantouflia,,"Ten minutes more , and the sun would look straight down the crater of the hollow hill , and the Earthquaker would arouse himself when the light and the heat fell on his body ."
2111,Andrew Lang,Prince Ricardo of Pantouflia,,"Already the light of the sun shone slanting half-way down the hollow cone as the whirlpool of air caught the Flying Horse , and drew him swiftly down and down to the shadowy halls ."
2112,Andrew Lang,Prince Ricardo of Pantouflia,,"There knelt and wept the nurses of the Earthquaker on the marble floor ; but Jaqueline stood a little apart , very pale , but not weeping ."
2113,Andrew Lang,Prince Ricardo of Pantouflia,,"Ricardo had leaped off before the horse touched the ground , and rushed to Jaqueline , and embraced her in his arms ; and , oh ! how glad she was to see him , so that she quite forgot her danger and laughed for joy ."
2114,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh ! you have come , you have come ; I knew you would come ! '' she cried ."
2115,Andrew Lang,Prince Ricardo of Pantouflia,,"Then King Prigio advanced , the mighty weight in his hand , to the verge of the dreadful gulf of the Earthquaker ."
2116,Andrew Lang,Prince Ricardo of Pantouflia,,"The dim walls grew radiant ; a long slant arm of yellow light touched the black body of the Earthquaker , and a thrill went through him , and shook the world , so that , far away , the bells rang in Pantouflia ."
2117,Andrew Lang,Prince Ricardo of Pantouflia,,"A moment more , and he would waken in his strength ; and once awake , he would shatter the city walls and ruin Manoa ."
2118,Andrew Lang,Prince Ricardo of Pantouflia,,"Even now a great mass of rock fell from the roof deep down in the secret caves , and broke into flying fragments , and all the echoes roared and rang ."
2119,Andrew Lang,Prince Ricardo of Pantouflia,,King Prigio stood with the mighty mass poised in his hands .
2120,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Die ! '' he cried ; and he uttered the words of power , the magic spell that the dark Moon Lady had taught him ."
2121,Andrew Lang,Prince Ricardo of Pantouflia,,"Then all its invincible natural weight came into the mass which the king held , and down it shot full on the body of the Earthquaker ; and where that had been was nothing but a vast abyss , silent , empty , and blank , and bottomless ."
2122,Andrew Lang,Prince Ricardo of Pantouflia,,"Far , far below , thousands of miles below , in the very centre of the earth , lay the dead Earthquaker , crushed flat as a sheet of paper , and the sun of midsummer-day shone straight down on the dreadful chasm , and could not waken him any more for ever ."
2123,Andrew Lang,Prince Ricardo of Pantouflia,,The king drew a long breath .
2124,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Stupidity has saved the world , '' he said ; and , with only strength to draw back one step from the abyss , he fell down , hiding his face in his hands ."
2125,Andrew Lang,Prince Ricardo of Pantouflia,,"But Jaqueline 's arms were round his neck , and the maidens brought him water from an ice-cold spring ; and soon King Prigio was himself again , and ready for anything ."
2126,Andrew Lang,Prince Ricardo of Pantouflia,,But afterwards he used to say that the moment when the Earthquaker stirred was the most dreadful in his life .
2127,Andrew Lang,Prince Ricardo of Pantouflia,,"Now , in Manoa , where all the firm foundations of the city had trembled once , when the sun just touched the Earthquaker , the people , seeing that the shadow of the sacred column had crept to its foot , and yet Manoa stood firm again , and the Temple of the Sun was not overthrown , raised such a cry that it echoed even through the halls within the hollow hill ."
2128,Andrew Lang,Prince Ricardo of Pantouflia,,"Who shall describe the joy of the maidens , and how often Jaqueline and Ricardo kissed each other ?"
2129,Andrew Lang,Prince Ricardo of Pantouflia,,"`` You have saved me ! '' she cried to the king , throwing her arms round him again ."
2130,Andrew Lang,Prince Ricardo of Pantouflia,,`` You have saved Manoa ! ''
2131,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And you have saved the Hope of Pantouflia , not once or twice , '' said his Majesty , grandly ."
2132,Andrew Lang,Prince Ricardo of Pantouflia,,"And he told Dick how much he had owed to Jaqueline , in the fight with the Yellow Dwarf , and the fight with the Giant , for he did not think it necessary to mention the affair at Rome ."
2133,Andrew Lang,Prince Ricardo of Pantouflia,,"Then Dick kissed Jaqueline again , and all the maidens kissed each other , and they quite cried for gladness ."
2134,Andrew Lang,Prince Ricardo of Pantouflia,,"`` But we keep his Majesty the Inca waiting , '' said Prigio ."
2135,Andrew Lang,Prince Ricardo of Pantouflia,,`` Punctuality is the courtesy of kings .
2136,Andrew Lang,Prince Ricardo of Pantouflia,,"You ladies will excuse me , I am sure , if I remove first from the dungeon her whom we call the Princess Jaqueline ."
2137,Andrew Lang,Prince Ricardo of Pantouflia,,"The Inca , her father , has a claim on us to this preference . ''"
2138,Andrew Lang,Prince Ricardo of Pantouflia,,"Then placing Jaqueline on the saddle , and leaving Dick to comfort the other young ladies , who were still rather nervous , the king flew off to Manoa , for the wind , of course , died with the death of the Earthquaker ."
2139,Andrew Lang,Prince Ricardo of Pantouflia,,"I can not tell you the delight of all Manoa , and of the Inca , when they saw the Flying Horse returning , and recognised their long-lost princess , who rushed into the arms of her father ."
2140,Andrew Lang,Prince Ricardo of Pantouflia,,"They beat the serpent drums , for they had no bells , on the tops of the temples ."
